,model,date,picture,manufacturer,class,length,height,width,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local
<Lexus_GX>,Lexus GX,2002,Lexus GX460 -- 10-08-2010.jpg,Lexus,Mid-size luxury SUV,188.2 in,74.6 in,76.1 in,https://upload.wikimedia.org/wikipedia/commons/6/65/Lexus_GX460_--_10-08-2010.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Lexus_GX460_--_10-08-2010.jpg/250px-Lexus_GX460_--_10-08-2010.jpg,"The Lexus GX (Japanese: レクサス・GX, Rekusasu GX) is a full-size luxury SUV sold in North American and Eurasian markets by Lexus, a luxury division of Toyota. The name GX stands for Grand Crossover. Lexus introduced the first generation, known as the GX 470 in 2002, and subsequently became the third SUV to enter the Lexus lineup. A five-speed automatic was always standard, as was a full-time four-wheel-drive system with low-range gearing. The 4.7-liter V8 engine in the GX 470 was the same as used on the larger LX 470. The firm next introduced the second generation model in 2009, badged GX 460 to reflect the switch to a 4.6-liter V8 engine. Lexus later released a lower displacement GX 400 in 2012 for the Chinese market, with a 4.0-liter V6 engine.
Although Toyota Motor Corporation's (TMC) iconic Land Cruiser (LC) wearing the Toyota badge is available globally in both a full and mid-size versions, depending on where the other full-size LC is marketed it wears either the Toyota LC Prado or the LEXUS GX badge. There are a few important market-driven, market-exclusive options available for the Prado and the GX, such as the Prado having a diesel engine option, right-hand steering, rear door mounted spare tire, to name a few but essentially the GX series is the Toyota Land Cruiser Prado model rebadged with the LEXUS name plates and fitted with additional luxury trim. Both the GX and Prado share a common platform, mechanicals, and a great majority of bodywork, and therefore share common basic dimensions. Likewise, the interiors were much the same with the GX receiving further premium touches. Both versions employ body-on-frame construction (BOF), an electronically controlled five-speed automatic transmission, and permanent four-wheel drive with a center locking Torsen differential.In the Lexus lineup, the GX is positioned between the RX crossover and the premium full-size, off-road capable LX SUV (the Lexus badged Land Cruiser). All GX production has occurred at the Tahara plant in Japan, alongside the Toyota Land Cruiser Prado and the export-minded Toyota 4Runner. Both generations of the GX have been heavily based on the Prado and 4Runner, with updated frontal styling to better integrate with the Lexus lineup. Elsewhere, the changes are less prominent and mainly restricted to minor trimmings, such as wheels and taillamp lenses inserts. The first generation interior largely mirrors that of the Toyota-badged version. The second generation interior has been further differentiated with fewer shared components.",00285.jpg,00285.jpg
<Lexus_LFA>,Lexus LFA,2010,Lexus LFA Yellow Las Vegas.jpg,Lexus Toyota,Sports car (S),4505 mm,1220 mm,1895 mm,https://upload.wikimedia.org/wikipedia/commons/9/9d/Lexus_LFA_Yellow_Las_Vegas.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Lexus_LFA_Yellow_Las_Vegas.jpg/250px-Lexus_LFA_Yellow_Las_Vegas.jpg,"The Lexus LFA (Japanese: レクサス・LFA, Rekusasu LFA) is a two-seat sports car manufactured by Lexus, the luxury car division of Toyota. It is the second model in the F marque line of performance vehicles from Lexus, following the IS F. Three concept versions were unveiled, each debuting at the North American International Auto Show with the LF-A designation as part of the LF Series concept line. After beginning development in the early 2000s (with a codename of TXS), the first LF-A concept premiered in 2005, followed in 2007 by a second concept with a more completely furnished interior and exterior. The third version of the LF-A, featuring a roadster bodystyle premiered in 2008. The production model, trademarked LFA, was unveiled at the Tokyo Motor Show in October 2009. According to Lexus, the ""A"" in production LFA name stands for the ""Apex"" of the LF line of cars.Akio Toyoda, CEO of parent company Toyota Motor Corporation (TMC) saw the LFA as an opportunity to create a global icon for the Lexus brand, embodying Toyoda's idea that the ultimate Lexus should connect with its owner.The production version of the Lexus LFA features a 412 kW (560 PS; 553 hp) V10 engine developed in collaboration with Yamaha exclusive to the car and a body made from carbon fibre-reinforced polymer (CFRP). CFRP materials account for 65 percent of the LFA's body composition by mass. The LFA went into production in late 2010. A circuit-tuned variant debuted in 2012, and was one of the most expensive Japanese road cars ever built. Production ended in December 2012 with 500 cars produced, the final car being a Nürburgring Package model.In February 2016, Lexus' European boss Alain Uyttenhoven confirmed that there would be no new LFA replacement in the near future, stating: ""The LFA is an icon now and possibly always will be - we don't need to replace it to keep that status. It is a car we can reference for another 25 years if we choose. Its status is assured."" He went on to state: ""It is possible that we will one day create another supercar, but in my view a super-high-end machine is not what we need right now.""",00286.jpg,00286.jpg
<Lexus_LX>,Lexus LX,1995,Lexus-LX-450 01.jpg,Lexus,Full-size luxury SUV,5005 mm,73.6 in,1970 mm,https://upload.wikimedia.org/wikipedia/commons/9/95/Lexus-LX-450_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Lexus-LX-450_01.jpg/250px-Lexus-LX-450_01.jpg,"The Lexus LX (Japanese: レクサス・LX, Rekusasu LX) is a full-size luxury SUV sold by Lexus, a luxury division of Toyota since January 1996 having entered manufacture in November 1995. Three generations have been produced, all based heavily on the long-running Toyota Land Cruiser SUVs. The first generation LX 450 started production in 1995 as Lexus' first entry into the SUV market. Its successor, the LX 470, premiered in 1998 and was manufactured until 2007.  The latest, third-generation, LX 570 debuted at the New York International Auto Show in April 2007 as a complete redesign for the 2008 model year. The LX name stands for ""Luxury Crossover"". However, some Lexus importers use the backronymic name, ""Luxury Four Wheel Drive"".The second and third generations had a V8 engine powertrain, a welded steel unibody shell combined with full-size steel ladder frame (body-on-frame construction), and seats for eight passengers (LX 470 and LX 570). The first generation LX 450, a mid-size SUV, had an inline-6 engine and seats for seven passengers. The second generation LX 470 shared exterior styling with the Land Cruiser Cygnus, sold in Japan. The LX is Lexus' largest and most expensive luxury SUV.",00287.jpg,00287.jpg
<Lexus_NX>,Lexus NX,2014,2014 Lexus NX 300h (AYZ15R) F Sport wagon (2015-07-09) 01.jpg,Lexus,Compact luxury crossover SUV,182.3 in,64.8 in,73.6 in,https://upload.wikimedia.org/wikipedia/commons/c/ce/2014_Lexus_NX_300h_%28AYZ15R%29_F_Sport_wagon_%282015-07-09%29_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/2014_Lexus_NX_300h_%28AYZ15R%29_F_Sport_wagon_%282015-07-09%29_01.jpg/250px-2014_Lexus_NX_300h_%28AYZ15R%29_F_Sport_wagon_%282015-07-09%29_01.jpg,"The Lexus NX (Japanese: レクサス・NX, Rekusasu NX) is a compact luxury crossover SUV sold by Lexus, a luxury division of Toyota. It was introduced in late 2014 as an all-new, entry-level crossover model in Lexus' lineup, slotted below the mid-size RX crossover. The name ""NX"" stands for ""Nimble Crossover"".",00288.jpg,00288.jpg
<Lincoln_MKC>,Lincoln MKC,2013,File:Lincoln mkc front.jpg,Lincoln,Compact luxury crossover SUV,4554 mm,1605 mm,1839 mm,https://upload.wikimedia.org/wikipedia/commons/1/1f/Lincoln_mkc_front.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Lincoln_mkc_front.jpg/250px-Lincoln_mkc_front.jpg,"The Lincoln MKC is a compact premium crossover from Lincoln. Lincoln launched the MKC concept at the 2013 LA Auto Show and the production model officially went on sale in June 2014. The MKC is built upon the Ford Global C platform, shared with the Ford Escape small SUV.
For the 2020 model year, the MKC has been replaced by the Lincoln Corsair, as Lincoln transitions away from ""MK"" model nomenclatures.",00289.jpg,00289.jpg
<Lincoln_MKX>,Lincoln MKX,2006,2009 Lincoln MKX.jpg,Lincoln,Mid-size luxury crossover SUV,190.0 in,66.2 in,76.2 in,https://upload.wikimedia.org/wikipedia/commons/0/06/2009_Lincoln_MKX.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/2009_Lincoln_MKX.jpg/250px-2009_Lincoln_MKX.jpg,"The Lincoln MKX is a mid-size luxury SUV marketed and sold by the Lincoln brand of Ford Motor Company. In production since 2007, the MKX (""X"" stands for ""crossover"") is the first crossover SUV offered by the Lincoln brand; it is currently in its second generation.  Initially the smallest Lincoln SUV, it is now slotted between the Lincoln Corsair and the Lincoln Aviator.  The Lincoln counterpart of the Ford Edge CUV across both generations, the MKX has been the best-selling Lincoln model line since 2016.The first-generation MKX was produced from 2007 to 2015, based upon the CD3 platform.  The second generation is currently in production, based on the CD4 platform.  As Lincoln is phasing out its use of ""MK"" model names, as part of a mid-cycle update for the 2019 model year, the MKX adopted the Lincoln Nautilus nameplate.Both generations of the MKX (and Nautilus) were manufactured at Oakville Assembly in Oakville, Ontario, Canada alongside the Ford Edge, Ford Flex, and Lincoln MKT.",00290.jpg,00290.jpg
<Lotus_Elise>,Lotus Elise,1996,2005 Lotus Elise.jpg,Lotus Cars,Sports car (S),3785 mm,1202 mm,1719 mm,https://upload.wikimedia.org/wikipedia/commons/3/30/2005_Lotus_Elise.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/2005_Lotus_Elise.jpg/250px-2005_Lotus_Elise.jpg,"The Lotus Elise is a two-seat, rear-wheel drive, mid-engined roadster conceived in early 1994 and released in September 1996 by the British manufacturer Lotus Cars. The Elise has a fibreglass body shell atop its bonded extruded aluminium chassis that provides a rigid platform for the suspension, while keeping weight and production costs to a minimum. It is capable of speeds up to 240 km/h (150 mph). The Elise was named after Elisa Artioli, the granddaughter of Romano Artioli who was chairman of Lotus and Bugatti at the time of the car's launch.",00291.jpg,00291.jpg
<Lotus_Europa_S>,Lotus Europa S,2006,Lotus Europa S.JPG,Lotus Cars,Sports car (S),3900 mm,1120 mm,1850 mm,https://upload.wikimedia.org/wikipedia/commons/a/a0/Lotus_Europa_S.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Lotus_Europa_S.JPG/250px-Lotus_Europa_S.JPG,"The Lotus Europa S (Type 121) is a two-seat mid-engine sports car, designed to be a more toned down and comfortable variant of the driver focused Lotus Elise and its derivative, the Exige. The Europa S is a modern version of the Europa line of the 1960s and 1970s.

The Europa S features a larger boot (trunk), greater sound-proofing and easier cabin access due to the lower chassis sides and higher roof line. The Europa S includes creature comforts such as air conditioning, a sound system, leather interior and interior carpeting as standard equipment reflecting its grand touring nature.",00292.jpg,00292.jpg
<Lotus_Evora>,Lotus Evora,2008,LotusEvora-front.jpg,Lotus Cars,Sports car (S),4350 mm,1229 mm,1848 mm,https://upload.wikimedia.org/wikipedia/commons/c/cc/LotusEvora-front.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/LotusEvora-front.jpg/250px-LotusEvora-front.jpg,"The Lotus Evora is a sports car produced by British car manufacturer Lotus. The car, which was developed under the project name Project Eagle, was launched as the Evora on 22 July 2008 at the British International Motor Show. The Evora S was launched in 2010 with a supercharged 3.5-litre V6. A facelifted and more powerful Evora 400 model was unveiled at the 2015 Geneva Motor Show, followed by a more powerful variant, the Evora GT430 which was unveiled in 2017.The Lotus Evora is based on the first all-new vehicle platform from Lotus Cars since the introduction of the Lotus Elise in 1995 (the Exige and the 2006 Europa S are both derivatives of the Elise). The Evora was planned to be the first vehicle of three to be built on the same platform, The sales target was 2,000 cars per year, with prices between £45,000 and just over £50,000, and sales in America scheduled from the beginning of 2010.",00293.jpg,00293.jpg
<Lotus_Exige>,Lotus Exige,2000,Lotus Exige 265E Bio-Fuel.jpg,Lotus,Sports Car,149.5 in,44.4 in,71.9 in,https://upload.wikimedia.org/wikipedia/commons/c/c3/Lotus_Exige_265E_Bio-Fuel.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Lotus_Exige_265E_Bio-Fuel.jpg/250px-Lotus_Exige_265E_Bio-Fuel.jpg,"The Lotus Exige  is a British two-door, two-seat sports car made by Lotus Cars since 2000. Originally a more-hardcore coupé version of the Lotus Elise roadster, since the Series 3 the Exige has been the larger-engined model of the family - using a V6 engine in place of the Elise's straight 4 with convertible versions of both available.",00294.jpg,00294.jpg
<Luxgen_S5>,Luxgen S5,2011,LUXGEN S5 TURBO ECO HYPER 2016.01 001.jpg,Luxgen,Compact car,4690 mm,1490 mm,1805 mm,https://upload.wikimedia.org/wikipedia/commons/1/13/LUXGEN_S5_TURBO_ECO_HYPER_2016.01_001.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/LUXGEN_S5_TURBO_ECO_HYPER_2016.01_001.jpg/250px-LUXGEN_S5_TURBO_ECO_HYPER_2016.01_001.jpg,"The Luxgen S5, or previously known as the Luxgen5 Sedan, is a 5-seater compact sedan car produced by the Taiwanese car company Luxgen.",00295.jpg,00295.jpg
<Lykan_HyperSport>,Lykan HyperSport,2013,"File:Lykan Hypersport,jpg.jpg",W Motors,Hypercar,4480 mm,1170 mm,1944 mm,https://upload.wikimedia.org/wikipedia/commons/6/68/Lykan_Hypersport%2Cjpg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Lykan_Hypersport%2Cjpg.jpg/250px-Lykan_Hypersport%2Cjpg.jpg,"The Lykan Hypersport, is a Lebanese limited production sports car manufactured by W Motors, a United Arab Emirates based company, founded in 2012 in Lebanon with the collaboration of Lebanese and Italian engineers. It is the first sports car to be designed and produced indigenously in the Middle East.The production of the car was limited to a total of seven units. The first pre-production Lykan HyperSport was unveiled to the public at the Qatar Motor Show in February 2013.",00296.jpg,00296.jpg
<MG_3>,MG 3,2008,China MG 3 2010 StreetWise.jpg,MG Motor,Supermini (B),3999 mm,1517 mm,1728 mm,https://upload.wikimedia.org/wikipedia/commons/1/15/China_MG_3_2010_StreetWise.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/China_MG_3_2010_StreetWise.jpg/250px-China_MG_3_2010_StreetWise.jpg,,00297.jpg,00297.jpg
